[2024-09-17T20:32:56.816Z] User: vngchrome (ID: 196901285071552513) | Command: scoreboard | Result: Success
[2024-09-17T20:48:02.670Z] User: vngchrome (ID: 196901285071552513) | Command: submitverification | Changes: {"verificationSubmitted":{"team":{"position":4,"members":[{"discordID":"196901285071552513","discordName":"vngchrome","verificationLinks":{"1":"https://cdn.discordapp.com/ephemeral-attachments/1285696322900463699/1285702095764455425/Screenshot_2024-09-07_170020.png?ex=66eb3ae2&is=66e9e962&hm=f4f437abd14171013c0106e5231e037beb68e37d631813f846dbdf4fab385a75&","4":"https://cdn.discordapp.com/ephemeral-attachments/1285696322900463699/1285703835234471966/Screenshot_2024-07-28_093049.png?ex=66eb3c81&is=66e9eb01&hm=2dfc550a3b9c22374d8a3caa33b0805477224669718a47ed54279ebdb4222764&"}}]},"member":"vngchrome","position":"4","imageUrl":"https://cdn.discordapp.com/ephemeral-attachments/1285696322900463699/1285703835234471966/Screenshot_2024-07-28_093049.png?ex=66eb3c81&is=66e9eb01&hm=2dfc550a3b9c22374d8a3caa33b0805477224669718a47ed54279ebdb4222764&"}}
[2024-09-17T20:48:02.860Z] User: vngchrome (ID: 196901285071552513) | Command: submitverification | Result: Success
[2024-09-17T20:49:08.056Z] User: vngchrome (ID: 196901285071552513) | Command: scoreboard | Result: Success
[2024-09-17T21:13:22.232Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 7, Rolled: 3, Landed on: 9, Space Description: Go back 1 space, Additional Move: -1
[2024-09-17T21:13:22.392Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:14:48.657Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 7, Rolled: 3, Landed on: 9, Space Description: Go back 1 space, Additional Move: -1
[2024-09-17T21:14:49.011Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:17:42.166Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 7, Rolled: 3, Landed on: 10, Space Description: Go back 1 space, Additional Move: -1, Final Position: 9
[2024-09-17T21:17:42.559Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:17:52.619Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:17:52.657Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 7, Rolled: 3, Landed on: 10, Space Description: Go back 1 space, Additional Move: -1, Final Position: 9
[2024-09-17T21:24:04.246Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 40, Rolled: 3, Landed on: 43, Space Description: *Halo 3 Announcer* Slayer! go forward 2 spaces, Additional Move: 2, Final Position: 45
[2024-09-17T21:24:04.422Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:25:01.916Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 56, Rolled: 3, Landed on: 59, Space Description: Getting pretty close to the end, roll again, Additional Move: 0, Final Position: 59
[2024-09-17T21:25:02.051Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:25:40.830Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 61, Rolled: 3, Landed on: 64, Space Description: No special action, Additional Move: 0, Final Position: 64
[2024-09-17T21:25:40.968Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:28:11.816Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 60, Rolled: 5, Landed on: 62, Space Description: You've reached the last square and won the game!, Additional Move: 0, Final Position: 60
[2024-09-17T21:28:12.083Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:28:15.677Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:28:15.691Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 60, Rolled: 6, Landed on: 62, Space Description: You've reached the last square and won the game!, Additional Move: 0, Final Position: 60
[2024-09-17T21:30:04.649Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 60, Rolled: 1, Landed on: 61, Space Description: 1 Chaos Elemental unique as a team, Additional Move: 0, Final Position: 61
[2024-09-17T21:30:04.843Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:30:11.843Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:30:11.850Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 61, Rolled: 3, Landed on: 62, Space Description: You've reached the last square! Complete this square's task to win the game., Additional Move: 0, Final Position: 62
[2024-09-17T21:32:37.453Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 61, Rolled: 5, Landed on: 62, Space Description: 1 Crystal grail as a team Complete this square's task to win the game., Additional Move: 0, Final Position: 62
[2024-09-17T21:32:37.606Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:33:20.874Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 61, Rolled: 2, Landed on: 62, Space Description: 1 Crystal grail as a team Complete this square's task to win the game., Additional Move: 0, Final Position: 62
[2024-09-17T21:33:21.190Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:33:28.051Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 62, Rolled: 6, Landed on: 62, Space Description: 1 Crystal grail as a team Complete this square's task to win the game., Additional Move: 0, Final Position: 62
[2024-09-17T21:33:28.247Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:34:06.036Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 61, Rolled: 4, Landed on: 62, Space Description: 1 Crystal grail as a team Complete this square's task to win the game., Additional Move: 0, Final Position: 62
[2024-09-17T21:34:06.230Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:35:07.891Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 61, Rolled: 6, Landed on: 62, Space Description: 1 Crystal grail as a team. Complete this square's task to win the game., Additional Move: 0, Final Position: 62
[2024-09-17T21:35:08.030Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:43:26.410Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:43:26.417Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 61, Rolled: 3, Landed on: 62, Space Description: 1 Crystal grail as a team. Complete this task to win the game!, Additional Move: 0, Final Position: 62
[2024-09-17T21:45:10.613Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:45:10.680Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 31, Rolled: 1, Landed on: 32, Space Description: Abyssal Demons teleport you back 3 spaces, Additional Move: -3, Final Position: 29
[2024-09-17T21:47:23.111Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 31, Rolled: 1, Landed on: 32, Space Description: 1 Whip drop per team, Additional Move: -3, Final Position: 29
[2024-09-17T21:47:23.270Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:49:48.476Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
[2024-09-17T21:49:48.513Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 29, Rolled: 3, Landed on: 32, Space Description: Abyssal Demons teleport you back 3 spaces, Additional Move: -3, Final Position: 29, Final Space Description: 1 Whip drop per team
[2024-09-17T21:49:53.670Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Started on: 29, Rolled: 3, Landed on: 32, Space Description: Abyssal Demons teleport you back 3 spaces, Additional Move: -3, Final Position: 29, Final Space Description: 1 Whip drop per team
[2024-09-17T21:49:53.838Z] User: vngchrome (ID: 196901285071552513) | Command: rolldice | Result: Success
